Cost,Year,Make,Model,Mileage,Fuel Type,Image URL
26246,2022,Audi,A6,102014,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
20456,2022,Ford,Escape,32720,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
94549,2017,Hyundai,Elantra,6607,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
56170,2011,Chevrolet,Traverse,95386,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Traverse.jpg
79185,2020,Chevrolet,Malibu,92464,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
44990,2013,Hyundai,Tucson,64415,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
99497,2015,Nissan,Murano,51114,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
90289,2010,Toyota,Camry,85619,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
96084,2013,Ford,Escape,17720,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
32059,2019,Ford,Focus,83820,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
20630,2013,Honda,Accord,114516,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
17166,2015,Nissan,Altima,43901,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
40092,2011,BMW,X3,92356,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
96029,2010,Mercedes-Benz,GLC,110328,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
84160,2023,BMW,X3,68317,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
20783,2017,Mercedes-Benz,S-Class,26662,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
75003,2015,Chevrolet,Equinox,108052,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
24263,2019,Honda,Accord,71324,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
31925,2022,Audi,A6,127581,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
52951,2023,Audi,A4,2209,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
69606,2014,Toyota,Corolla,63138,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
41657,2022,Mercedes-Benz,GLC,95639,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
68099,2019,Volkswagen,Atlas,14462,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
53261,2018,Ford,Explorer,121680,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
49610,2017,Nissan,Murano,113057,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
29037,2013,Ford,F-150,121172,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
46831,2020,Audi,Q5,110990,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q5.jpg
69358,2023,Mercedes-Benz,E-Class,87006,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
77613,2018,Audi,A4,71512,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
67606,2023,Hyundai,Tucson,142772,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
53186,2016,Volkswagen,Golf,43306,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
52947,2018,Ford,Escape,17660,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
71772,2020,Toyota,Highlander,72554,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
51255,2010,Volkswagen,Golf,74630,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
30374,2012,BMW,3 Series,136365,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
29505,2010,Audi,A6,148609,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
11151,2017,BMW,X3,120148,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
64260,2018,Hyundai,Kona,124990,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
90612,2023,Mercedes-Benz,C-Class,87677,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
29248,2014,Mercedes-Benz,E-Class,136404,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
52642,2021,Nissan,Altima,129141,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
19144,2015,Hyundai,Elantra,45,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
56000,2013,BMW,X3,8053,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
72973,2021,Ford,Focus,104295,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
31083,2012,Volkswagen,Tiguan,248,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
90346,2016,Chevrolet,Equinox,82851,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
32215,2022,Chevrolet,Malibu,98090,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
49291,2016,Nissan,Murano,48027,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
99538,2014,BMW,3 Series,24282,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
80687,2015,BMW,5 Series,82514,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
15163,2010,BMW,X3,102198,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
37260,2019,Hyundai,Elantra,50376,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
93264,2015,Volkswagen,Passat,50698,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
90379,2021,Audi,A6,11769,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
15043,2013,Hyundai,Santa Fe,98485,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
15593,2020,BMW,7 Series,111544,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
99697,2013,Chevrolet,Traverse,14184,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Traverse.jpg
26763,2015,Volkswagen,Atlas,140364,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
73491,2015,Volkswagen,Passat,61662,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
96620,2018,Volkswagen,Jetta,105230,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
67365,2011,Volkswagen,Passat,87466,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Passat.jpg
43254,2021,Volkswagen,Golf,86360,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
5060,2022,Hyundai,Kona,48288,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
20902,2015,Volkswagen,Golf,8976,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
14336,2016,Nissan,Pathfinder,90857,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
62575,2017,Mercedes-Benz,E-Class,85971,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
30066,2012,BMW,X5,28566,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
7131,2024,BMW,X3,25836,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
50376,2019,BMW,3 Series,95212,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
33867,2010,Ford,F-150,45773,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
57008,2013,Mercedes-Benz,C-Class,111564,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
8687,2012,Audi,A6,70703,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
13593,2014,Ford,F-150,100866,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
74510,2023,Hyundai,Santa Fe,124687,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
39440,2010,Honda,Accord,4156,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
83763,2014,Toyota,Tacoma,12727,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
38505,2021,Honda,Accord,83357,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
45735,2020,Ford,Explorer,138346,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
73983,2018,Honda,CR-V,58757,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
21130,2014,Audi,A6,118766,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
15311,2022,Volkswagen,Tiguan,148467,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
75273,2024,Mercedes-Benz,S-Class,67226,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
95276,2024,Toyota,Tacoma,89756,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
76374,2011,Volkswagen,Atlas,77472,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
19014,2010,Mercedes-Benz,C-Class,142605,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
20591,2013,Ford,Explorer,139643,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
86439,2010,Mercedes-Benz,E-Class,105792,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
18952,2014,Honda,CR-V,101602,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
11009,2014,Nissan,Murano,14644,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
48565,2023,Honda,Civic,95119,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
73075,2015,Mercedes-Benz,C-Class,53901,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
54290,2017,Chevrolet,Traverse,81336,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Traverse.jpg
66030,2022,BMW,X5,93005,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
46527,2013,Mercedes-Benz,GLE,102062,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLE.jpg
19338,2014,Audi,A3,91634,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
11353,2022,Toyota,Rav4,141865,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Rav4.jpg
31517,2019,BMW,7 Series,109482,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
11608,2021,Chevrolet,Equinox,59054,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
42473,2014,Nissan,Pathfinder,29801,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
53682,2010,Toyota,Camry,97309,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
60501,2023,Honda,Pilot,63133,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
8658,2015,Chevrolet,Malibu,16701,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
58472,2016,Honda,CR-V,18327,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
99883,2024,Mercedes-Benz,C-Class,85621,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
16352,2022,Honda,Civic,59280,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
30974,2011,Audi,A6,133763,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
29686,2021,Audi,A4,132919,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
35567,2012,Hyundai,Santa Fe,5349,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
31465,2021,Audi,Q7,32302,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
89236,2023,Volkswagen,Atlas,18056,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
11415,2022,Volkswagen,Golf,16882,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
52777,2012,Nissan,Sentra,35766,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Sentra.jpg
87528,2015,Honda,Civic,55638,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Civic.jpg
17462,2016,Toyota,Highlander,75875,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
28503,2023,Ford,Explorer,112759,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
99981,2023,Volkswagen,Jetta,88592,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
93926,2010,Mercedes-Benz,GLE,100041,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLE.jpg
65852,2023,Toyota,Camry,65424,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
56509,2013,BMW,X5,142418,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
78657,2020,Audi,A3,41738,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
16244,2013,Honda,CR-V,31124,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
52104,2021,Toyota,Corolla,40954,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
85433,2017,Audi,A3,98116,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
68155,2024,Mercedes-Benz,C-Class,75998,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
62794,2017,Nissan,Murano,30839,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
67622,2022,Volkswagen,Golf,119515,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
47529,2010,Ford,Explorer,26718,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
18655,2023,Honda,Accord,68135,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
24084,2010,Mercedes-Benz,E-Class,66661,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
71110,2022,BMW,5 Series,38788,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
37900,2024,Ford,Focus,126574,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Focus.jpg
30713,2014,Toyota,Corolla,64179,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
51114,2013,Honda,Pilot,39314,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
49763,2019,Audi,A6,18019,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
40751,2022,Ford,Escape,126455,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
95116,2015,BMW,X3,101609,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
67733,2011,Nissan,Altima,57600,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Altima.jpg
44004,2024,BMW,X3,92383,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
75480,2022,Ford,Mustang,120192,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
67135,2024,Ford,F-150,144336,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
89868,2012,BMW,7 Series,15067,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/BMW_7 Series.jpg
5515,2016,Honda,Odyssey,122344,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
59728,2024,Chevrolet,Silverado,91386,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Silverado.jpg
24200,2019,Mercedes-Benz,S-Class,93912,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
29767,2015,Toyota,Corolla,17806,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
62831,2012,Ford,Escape,29970,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
95979,2010,Volkswagen,Atlas,1419,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
86986,2018,Chevrolet,Malibu,1227,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
76190,2024,Hyundai,Tucson,50329,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
50164,2010,Audi,A3,9794,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
19806,2016,Mercedes-Benz,GLC,146375,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
54648,2022,Ford,Escape,60647,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Escape.jpg
27262,2015,Toyota,Tacoma,83735,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
52495,2011,Ford,Explorer,6449,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Explorer.jpg
88515,2023,Ford,F-150,104637,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Ford_F-150.jpg
98258,2013,Volkswagen,Golf,99301,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Golf.jpg
42429,2015,Volkswagen,Jetta,52710,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
46093,2017,Toyota,Camry,102034,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
23691,2011,Hyundai,Kona,26677,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
35937,2015,Hyundai,Santa Fe,112175,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Santa Fe.jpg
22728,2015,Audi,A6,14781,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
49195,2019,Chevrolet,Malibu,79605,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
79898,2020,Honda,Odyssey,36667,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
9873,2013,BMW,X5,100978,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
92785,2011,Hyundai,Elantra,57413,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
69242,2023,Nissan,Rogue,16138,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
29764,2012,BMW,5 Series,33328,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_5 Series.jpg
62752,2022,BMW,3 Series,42915,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_3 Series.jpg
27393,2010,Mercedes-Benz,GLC,52214,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_GLC.jpg
57473,2011,Honda,Odyssey,145544,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
69926,2012,Volkswagen,Atlas,59423,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
71442,2019,Ford,Mustang,114639,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
67736,2020,Honda,Odyssey,23572,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
91725,2013,Volkswagen,Tiguan,131052,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Tiguan.jpg
10019,2014,Audi,Q7,93209,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
25911,2016,Volkswagen,Atlas,108758,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Atlas.jpg
95656,2012,Nissan,Rogue,134513,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
16464,2013,Nissan,Rogue,98147,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
80029,2020,Nissan,Murano,45922,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
81210,2013,BMW,X5,64204,Electric,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
79407,2014,Honda,Accord,147121,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Accord.jpg
33789,2019,Volkswagen,Jetta,92386,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
10220,2015,Hyundai,Tucson,74565,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
24084,2015,BMW,X3,42807,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X3.jpg
43063,2015,Toyota,Corolla,31352,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
41411,2021,Hyundai,Tucson,95504,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
53560,2012,Hyundai,Tucson,134998,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
26806,2015,Chevrolet,Malibu,27814,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
25289,2014,Toyota,Highlander,144113,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
63314,2014,Toyota,Camry,25439,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Camry.jpg
9685,2019,Audi,A6,116241,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
75129,2022,Toyota,Highlander,39612,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Highlander.jpg
41722,2019,Nissan,Rogue,62382,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Rogue.jpg
62970,2021,Mercedes-Benz,C-Class,56480,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
53820,2018,Chevrolet,Camaro,130063,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Camaro.jpg
84172,2017,Audi,A3,42245,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A3.jpg
58887,2020,Ford,Mustang,117899,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
5558,2021,Honda,Odyssey,95988,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Odyssey.jpg
56983,2012,Honda,Pilot,49047,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
6366,2015,Audi,Q7,106014,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Audi_Q7.jpg
10175,2013,Chevrolet,Traverse,31702,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Traverse.jpg
84177,2014,Ford,Mustang,88028,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Ford_Mustang.jpg
46888,2015,Audi,A4,64347,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
43893,2024,Hyundai,Elantra,60160,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Elantra.jpg
73587,2024,Toyota,Rav4,41019,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Rav4.jpg
27469,2021,Chevrolet,Equinox,122450,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Equinox.jpg
94679,2024,Toyota,Tacoma,12337,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Tacoma.jpg
45231,2018,Honda,Pilot,42509,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Honda_Pilot.jpg
65752,2010,Audi,A6,110455,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A6.jpg
38314,2021,Nissan,Murano,144403,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Murano.jpg
97848,2010,Nissan,Pathfinder,95310,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Nissan_Pathfinder.jpg
70619,2024,Hyundai,Kona,58670,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Kona.jpg
17182,2015,Honda,CR-V,28813,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Honda_CR-V.jpg
28819,2020,Toyota,Corolla,53653,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
70428,2012,Hyundai,Tucson,2032,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Hyundai_Tucson.jpg
70011,2012,Audi,A4,696,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
69035,2021,Mercedes-Benz,S-Class,112335,Diesel,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_S-Class.jpg
73016,2020,Toyota,Corolla,59711,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Toyota_Corolla.jpg
46360,2016,Mercedes-Benz,E-Class,137839,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_E-Class.jpg
39214,2019,Mercedes-Benz,C-Class,31230,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Mercedes-Benz_C-Class.jpg
68714,2021,Volkswagen,Jetta,111119,Hybrid,https://storage.googleapis.com/mtc-cloud101-cars/Volkswagen_Jetta.jpg
39968,2014,Chevrolet,Malibu,81288,Electric,https://storage.googleapis.com/mtc-cloud101-cars/Chevrolet_Malibu.jpg
93507,2020,BMW,X5,140184,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/BMW_X5.jpg
49054,2021,Audi,A4,24420,Gasoline,https://storage.googleapis.com/mtc-cloud101-cars/Audi_A4.jpg
